"model","index","z"
"Hawkes_correct",613,0.598624457289247
"Hawkes_correct",614,1.81365200963933
"Hawkes_correct",615,0.854766054797324
"Hawkes_correct",616,0.458328849499367
"Hawkes_correct",617,0.170212316647735
"Hawkes_correct",618,0.686626084390355
"Hawkes_correct",619,0.700804252441799
"Hawkes_correct",620,1.1482069209876
"Hawkes_correct",621,0.417048941174698
"Hawkes_correct",622,0.819260693175124
"Hawkes_correct",623,0.687980589922063
"Hawkes_correct",624,0.0768085873097561
"Hawkes_correct",625,1.3675279631351
"Hawkes_correct",626,0.8473584187293
"Hawkes_correct",627,0.224370152713959
"Hawkes_correct",628,0.0111910388276328
"Hawkes_correct",629,1.41377096877022
"Hawkes_correct",630,1.34672061700041
"Hawkes_correct",631,0.579668610786712
"Hawkes_correct",632,1.46096950722972
"Hawkes_correct",633,0.511125574643756
"Hawkes_correct",634,0.539779136995207
"Hawkes_correct",635,0.176659261982195
"Hawkes_correct",636,0.22590414775118
"Hawkes_correct",637,2.24675806318396
"Hawkes_correct",638,0.844192761117824
"Hawkes_correct",639,0.352214241342608
"Hawkes_correct",640,0.887604274381601
"Hawkes_correct",641,0.722740098583699
"Hawkes_correct",642,1.12715763050983
"Hawkes_correct",643,0.81775060979146
"Hawkes_correct",644,0.803755051661255
"Hawkes_correct",645,1.24296880240661
"Hawkes_correct",646,0.0593780357327205
"Hawkes_correct",647,0.550515218326382
"Hawkes_correct",648,0.137842546544334
"Hawkes_correct",649,0.84815854602607
"Hawkes_correct",650,1.47453743192489
"Hawkes_correct",651,1.02281195066041
"Hawkes_correct",652,0.642052883888368
"Hawkes_correct",653,0.582393635797757
"Hawkes_correct",654,7.39841303380456
"Hawkes_correct",655,0.686772678658031
"Hawkes_correct",656,0.238781780626255
"Hawkes_correct",657,0.0842223115323577
"Hawkes_correct",658,2.27156489047309
"Hawkes_correct",659,0.728965599314506
"Hawkes_correct",660,0.837225524682481
"Hawkes_correct",661,0.626021607444954
"Hawkes_correct",662,0.15555172002837
"Hawkes_correct",663,0.134408268595621
"Hawkes_correct",664,0.303848686743777
"Hawkes_correct",665,0.411375462155661
"Hawkes_correct",666,4.62673981238231
"Hawkes_correct",667,0.0733146651288052
"Hawkes_correct",668,0.379992869399871
"Hawkes_correct",669,4.58826621193498
"Hawkes_correct",670,0.456201333225408
"Hawkes_correct",671,1.32289365098541
"Hawkes_correct",672,0.341755233493814
"Hawkes_correct",673,0.0532961322586516
"Hawkes_correct",674,0.727738936883384
"Hawkes_correct",675,0.865735410445268
"Hawkes_correct",676,1.17587940251644
"Hawkes_correct",677,0.504076012058022
"Hawkes_correct",678,1.11920062462946
"Hawkes_correct",679,0.851379791564682
"Hawkes_correct",680,0.565030005966946
"Hawkes_correct",681,0.376148392243067
