"branching_true","alpha_true","beta_true","replicate","n_events","observed_LR","branching_hat","p_empirical","p_corrected","reject","max_boot_LR","mean_boot_LR"
0.05,0.06,1.2,4,150,4.26718761792478,0.223064202723682,0.06,0.0784313725490196,FALSE,7.50584970223639,0.74101367689276
0.05,0.06,1.2,5,164,0,2.93600849126277e-07,1,1,FALSE,9.37398351218792,0.775102146241372
0.05,0.06,1.2,6,172,1.33351565627993,0.132804307778453,0.24,0.254901960784314,FALSE,5.9717570225684,0.822208623576241
0.05,0.06,1.2,7,153,1.39707358213786,0.119473404915313,0.3,0.313725490196078,FALSE,4.45617146695577,0.885780569848763
0.05,0.06,1.2,8,181,0,1.12334496829774e-07,1,1,FALSE,6.8646871371314,0.948216799762039
0.05,0.06,1.2,9,172,1.75451191353204e-07,1.414915470144e-10,0.62,0.627450980392157,FALSE,5.63263110067965,0.812789527782916
0.05,0.06,1.2,10,160,0,2.45921324977718e-08,1,1,FALSE,5.43911848154227,0.930388355801442
0.05,0.06,1.2,11,185,0.00626929849380531,0.000300176431838319,0.5,0.509803921568627,FALSE,6.78607212796533,0.962381875714354
0.05,0.06,1.2,12,164,8.20343660734579e-05,3.68007444450693e-06,0.68,0.686274509803922,FALSE,7.19699113079963,1.00074771446615
0.05,0.06,1.2,13,171,0,1.58719994999231e-08,1,1,FALSE,8.71549833382352,0.880434959591013
0.05,0.06,1.2,14,157,2.51613683698497,0.0845977354319052,0.18,0.196078431372549,FALSE,4.66320109163075,0.964263846890574
0.05,0.06,1.2,15,155,0.163681478736009,0.0332927439041847,0.4,0.411764705882353,FALSE,7.71588119638744,0.858774719770081
0.05,0.06,1.2,16,152,2.78727175007378,0.0511967899218363,0.14,0.156862745098039,FALSE,7.80404823812552,1.06736923449815
0.05,0.06,1.2,17,180,3.66065161662783,0.0423891565828312,0.14,0.156862745098039,FALSE,8.74782266337445,1.26601291631844
0.05,0.06,1.2,18,180,1.32139319554182,0.0493507343630675,0.24,0.254901960784314,FALSE,6.65613528012011,0.853938047024518
0.05,0.06,1.2,19,155,0,9.69880298449857e-08,1,1,FALSE,7.17669456978081,0.906171281075567
0.05,0.06,1.2,20,169,0.000727589725443067,0.00184483224787803,0.54,0.549019607843137,FALSE,5.50635931904395,0.752861390538346
0.05,0.06,1.2,21,179,4.26227821173597,0.486014164741787,0.04,0.0588235294117647,FALSE,9.83808002107071,0.788181579111763
0.05,0.06,1.2,22,162,2.31115014645411,0.141496537980798,0.16,0.176470588235294,FALSE,8.1551872246348,0.918915717515645
